Year,RoundName,MatchId,Player,Team,Opponent,Disposals,Kicks,Handballs,Marks,ContestedMarks,InterceptMarks,Tackles,PressureActs,Goals,Behinds,ShotsAtGoal,GoalAssists,ScoreInvolvements,TotalClearances,Hitouts,Inside50s,ContestedPossessions,GroundBallGets,Intercepts,HandballReceives,MetresGained,CentreBounceAttendancePercentage,TimeOnGround,DreamTeamPoints,RatingPoints,DisposalEfficiency,MarksOnLead,MarksInside50,TacklesInside50,Rebound50s
2023,Round 11,CD_M20230141105,Bailey Dale,Western Bulldogs,Gold Coast,27,15,12,2,0,1,2,9,0,1,1,0,4,4,0,5,10,9,8,,591,,88,81,17.6,81.5,0,0,0,4
2023,Round 11,CD_M20230141105,Tim English,Western Bulldogs,Gold Coast,17,11,6,8,0,2,1,16,0,1,1,0,4,1,22,2,5,3,3,,253,,86,95,5.9,70.6,1,1,0,3
2023,Round 11,CD_M20230141105,Ryan Gardner,Western Bulldogs,Gold Coast,12,8,4,3,0,0,0,6,0,0,0,0,0,0,0,1,8,3,9,,266,,100,41,12.9,75,0,0,0,3
2023,Round 11,CD_M20230141105,Taylor Duryea,Western Bulldogs,Gold Coast,13,7,6,4,0,2,1,7,0,0,0,0,1,0,0,2,7,6,8,,164,,78,47,11.2,69.2,1,0,0,1
2023,Round 11,CD_M20230141105,Caleb Daniel,Western Bulldogs,Gold Coast,25,16,9,3,0,1,6,18,1,0,2,0,4,8,0,5,9,5,1,,371,,85,106,13.8,80,0,0,2,1
2023,Round 11,CD_M20230141105,Jamarra Ugle-Hagan,Western Bulldogs,Gold Coast,12,11,1,9,0,0,1,8,3,1,5,0,6,0,1,4,3,2,1,,276,,86,87,8.6,58.3,7,4,1,0
2023,Round 11,CD_M20230141105,James O'Donnell,Western Bulldogs,Gold Coast,10,6,4,5,0,1,1,12,0,0,0,0,0,0,0,1,1,1,2,,169,,68,45,1.8,70,0,0,0,0
2023,Round 11,CD_M20230141105,Anthony Scott,Western Bulldogs,Gold Coast,11,6,5,3,0,0,1,5,1,0,1,1,4,0,0,2,4,3,1,,263,,79,48,5.9,72.7,0,1,0,0
2023,Round 11,CD_M20230141105,Bailey Williams,Western Bulldogs,Gold Coast,17,8,9,3,0,2,3,15,2,0,2,1,5,1,0,4,4,3,5,,359,,79,75,14,82.4,0,0,0,1
2023,Round 11,CD_M20230141105,Tim O'Brien,Western Bulldogs,Gold Coast,16,13,3,6,0,3,2,7,0,0,0,0,1,0,0,2,4,3,7,,355,,82,71,8.5,68.8,0,0,0,6
2023,Round 11,CD_M20230141105,Oskar Baker,Western Bulldogs,Gold Coast,15,10,5,5,0,2,1,4,0,0,0,0,2,4,0,2,8,4,5,,396,,71,60,11.2,80,0,0,1,0
2023,Round 11,CD_M20230141105,Marcus Bontempelli,Western Bulldogs,Gold Coast,27,16,11,1,0,0,11,27,0,0,1,0,7,9,0,8,14,9,1,,707,,82,116,17,55.6,0,0,4,0
2023,Round 11,CD_M20230141105,Cody Weightman,Western Bulldogs,Gold Coast,10,9,1,1,0,0,3,11,2,1,4,1,5,0,0,3,4,1,1,,201,,66,61,6.1,50,0,1,2,1
2023,Round 11,CD_M20230141106,Greg Clark,West Coast,Essendon,7,6,1,5,0,2,0,7,0,0,0,0,2,0,0,1,0,0,2,,167,,49,35,2.1,71.4,0,0,0,0
2023,Round 11,CD_M20230141106,Liam Duggan,West Coast,Essendon,35,18,17,12,0,0,4,14,0,0,0,0,5,2,0,1,4,4,4,,343,,84,140,5.5,74.3,0,0,0,4
2023,Round 11,CD_M20230141106,Luke Edwards,West Coast,Essendon,3,3,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,59,,33,12,-0.5,66.7,0,0,0,0
2023,Round 11,CD_M20230141106,Oscar Allen,West Coast,Essendon,12,9,3,7,2,0,0,6,4,1,6,0,7,0,0,2,3,0,0,,201,,89,80,10.8,58.3,5,4,0,0
2023,Round 11,CD_M20230141106,Tom Barrass,West Coast,Essendon,11,6,5,5,1,2,0,5,0,0,0,0,1,0,0,0,4,3,5,,72,,100,43,12.1,100,0,0,0,0
2023,Round 11,CD_M20230141106,Rhett Bazzo,West Coast,Essendon,13,4,9,5,0,0,2,9,0,0,0,0,2,0,0,1,4,4,2,,-4,,86,50,1.8,76.9,0,0,0,0
2023,Round 11,CD_M20230141106,Dom Sheed,West Coast,Essendon,17,9,8,6,0,1,2,11,0,0,0,0,2,1,0,3,3,2,3,,243,,75,64,2.4,64.7,0,0,0,1
2023,Round 11,CD_M20230141106,Jake Waterman,West Coast,Essendon,13,12,1,10,1,0,1,5,1,1,4,0,3,0,0,3,4,1,1,,281,,74,78,-0.5,53.8,2,2,0,1
2023,Round 11,CD_M20230141106,Connor West,West Coast,Essendon,13,7,6,3,0,0,2,15,0,2,3,0,6,1,0,0,6,3,1,,104,,81,56,2.1,69.2,0,1,0,0
2023,Round 11,CD_M20230141106,Alex Witherden,West Coast,Essendon,17,8,9,4,0,0,3,11,0,0,0,0,3,2,0,1,5,5,3,,166,,80,60,7.2,94.1,0,0,0,1
2023,Round 11,CD_M20230141106,Bailey J. Williams,West Coast,Essendon,12,6,6,2,2,0,4,9,0,1,1,1,5,4,33,4,9,2,1,,144,,81,85,8.7,33.3,0,1,0,0
2023,Round 11,CD_M20230141106,Reuben Ginbey,West Coast,Essendon,19,8,11,1,0,1,5,20,0,0,0,0,3,1,0,1,11,10,7,,129,,76,67,10.8,78.9,0,0,1,3
2023,Round 11,CD_M20230141106,Shannon Hurn,West Coast,Essendon,27,21,6,10,0,0,1,6,0,0,0,0,3,0,0,2,4,4,5,,551,,78,109,16,100,0,0,0,8
2023,Round 11,CD_M20230141106,Brady Hough,West Coast,Essendon,21,9,12,5,0,0,0,14,0,0,1,0,3,0,0,1,5,4,3,,197,,78,67,5.8,85.7,0,1,0,3
2023,Round 11,CD_M20230141106,Tim Kelly,West Coast,Essendon,29,13,16,4,0,0,3,23,0,0,0,1,4,7,0,8,12,10,3,,456,,85,89,12.7,72.4,0,0,1,0
2023,Round 11,CD_M20230141106,Josh Rotham,West Coast,Essendon,2,2,0,2,1,0,2,9,0,0,0,1,2,0,4,1,1,0,0,,64,,87,21,2.4,100,0,1,1,0
2023,Round 11,CD_M20230141106,Luke Foley,West Coast,Essendon,12,9,3,8,0,0,1,5,0,0,0,1,2,0,0,3,2,1,2,,254,,86,59,3.6,91.7,0,0,0,1
2023,Round 11,CD_M20230141106,Jack Petruccelle,West Coast,Essendon,8,4,4,3,0,0,1,14,1,0,1,1,5,1,0,0,4,3,1,,103,,71,40,7.7,75,0,1,0,0
2023,Round 11,CD_M20230141106,Xavier O'Neill,West Coast,Essendon,15,9,6,4,0,0,3,16,0,1,1,0,3,2,0,3,4,1,2,,202,,76,66,1.2,66.7,0,1,0,0
2023,Round 11,CD_M20230141106,Elliot Yeo,West Coast,Essendon,24,11,13,3,0,0,4,10,0,0,0,0,3,5,0,4,9,4,3,,329,,74,84,4.7,66.7,0,0,0,2
2023,Round 11,CD_M20230141106,Noah Long,West Coast,Essendon,7,3,4,3,0,0,2,14,0,0,0,0,1,0,0,3,1,1,1,,90,,76,34,2.7,71.4,0,0,0,0
2023,Round 11,CD_M20230141106,Andrew Gaff,West Coast,Essendon,16,7,9,3,0,0,0,10,0,0,0,0,2,2,0,2,4,4,2,,100,,92,45,3.4,81.3,0,0,0,1
2023,Round 11,CD_M20230141106,Jayden Hunt,West Coast,Essendon,34,21,13,9,0,0,2,13,0,1,1,1,7,0,0,4,5,4,5,,684,,89,120,14.1,82.4,0,0,1,7
2023,Round 11,CD_M20230141106,Nick Bryan,Essendon,West Coast,6,3,3,2,1,0,1,6,0,0,0,0,4,0,10,0,3,2,1,,44,,50,32,5.2,66.7,0,0,0,0
2023,Round 11,CD_M20230141106,Massimo D'Ambrosio,Essendon,West Coast,8,4,4,3,1,2,1,3,0,1,1,0,3,1,0,1,5,3,4,,112,,29,34,6.4,75,0,0,0,2
2023,Round 11,CD_M20230141106,Andrew McGrath,Essendon,West Coast,26,14,12,9,1,2,1,3,0,0,0,0,2,0,0,0,5,4,6,,424,,81,94,7.9,80.8,0,0,0,1
2023,Round 11,CD_M20230141106,Jye Menzie,Essendon,West Coast,9,6,3,2,1,0,2,19,2,0,3,0,5,1,0,4,6,3,1,,195,,79,51,13.5,77.8,0,1,0,0
2023,Round 11,CD_M20230141106,Zach Merrett,Essendon,West Coast,32,13,19,7,0,1,3,22,0,0,0,0,9,5,0,5,9,5,2,,384,,81,111,12.2,78.1,1,0,0,2
2023,Round 11,CD_M20230141106,Archie Perkins,Essendon,West Coast,15,13,2,4,1,1,5,12,1,1,3,0,5,2,0,4,8,5,4,,417,,76,83,9.9,66.7,0,0,0,2
2023,Round 11,CD_M20230141106,Anthony McDonald-Tipungwuti,Essendon,West Coast,6,3,3,2,1,0,1,13,0,2,2,0,3,0,0,0,2,1,1,,65,,76,18,-2.7,33.3,0,1,1,0
2023,Round 11,CD_M20230141106,Jordan Ridley,Essendon,West Coast,28,18,10,8,1,2,0,1,0,0,0,0,3,0,0,1,3,2,5,,390,,86,95,12.7,96.4,0,0,0,10
2023,Round 11,CD_M20230141106,Will Snelling,Essendon,West Coast,14,9,5,4,0,0,3,18,2,0,2,0,5,1,0,1,6,3,1,,172,,69,74,12.5,78.6,0,1,2,0
2023,Round 11,CD_M20230141106,Brandon Zerk-Thatcher,Essendon,West Coast,12,7,5,6,0,2,0,2,0,0,0,0,2,0,0,0,1,1,4,,94,,97,49,2.9,83.3,0,0,0,4
2023,Round 11,CD_M20230141106,Kyle Langford,Essendon,West Coast,15,10,5,7,2,2,2,10,3,2,6,0,7,1,0,1,4,1,3,,205,,93,90,9.2,60,1,5,1,0
2023,Round 11,CD_M20230141106,Sam Durham,Essendon,West Coast,10,2,8,1,0,0,1,9,0,0,1,1,2,0,0,0,8,7,4,,72,,83,23,7.6,70,0,0,1,1
2023,Round 11,CD_M20230141106,Jye Caldwell,Essendon,West Coast,20,4,16,3,0,2,5,22,0,0,0,0,5,4,0,2,11,8,3,,138,,78,74,9.7,65,0,0,1,0
2023,Round 11,CD_M20230141106,Ben Hobbs,Essendon,West Coast,17,12,5,8,0,0,5,26,2,0,3,0,5,4,0,1,6,4,1,,283,,78,97,5.9,70.6,0,2,0,2
2023,Round 11,CD_M20230141106,Matt Guelfi,Essendon,West Coast,12,8,4,5,0,1,2,18,1,1,2,0,7,0,0,5,3,1,1,,177,,62,64,9,83.3,1,1,0,0
2023,Round 11,CD_M20230141106,Nick Hind,Essendon,West Coast,18,14,4,6,0,0,1,7,0,0,0,0,6,0,0,0,6,5,4,,309,,84,73,10.3,94.4,0,0,0,4
2023,Round 11,CD_M20230141106,Sam Draper,Essendon,West Coast,13,9,4,3,3,0,2,11,1,1,2,1,7,4,8,1,11,3,2,,332,,81,62,12.5,61.5,0,1,1,2
2023,Round 11,CD_M20230141106,Nic Martin,Essendon,West Coast,31,22,9,10,0,0,3,9,0,0,0,2,9,0,0,6,6,5,2,,595,,92,124,16.4,77.4,1,0,2,5
2023,Round 11,CD_M20230141106,Jake Stringer,Essendon,West Coast,18,13,5,5,0,0,5,23,1,0,2,2,6,2,0,5,5,4,0,,357,,79,87,13.1,61.1,1,1,2,1
2023,Round 11,CD_M20230141106,Jayden Laverde,Essendon,West Coast,15,12,3,8,0,2,1,6,0,0,0,0,1,0,0,0,3,1,4,,227,,80,72,4.2,86.7,0,0,0,2
2023,Round 11,CD_M20230141106,Mason Redman,Essendon,West Coast,31,23,8,11,0,2,0,2,1,0,1,2,7,0,0,6,6,5,5,,591,,86,125,18.5,93.5,0,0,0,2
2023,Round 11,CD_M20230141106,Sam Weideman,Essendon,West Coast,10,5,5,6,3,0,1,7,0,2,2,0,5,1,1,2,6,3,0,,115,,94,50,1.4,50,1,2,1,0
2023,Round 11,CD_M20230141106,Dyson Heppell,Essendon,West Coast,24,14,10,13,2,1,0,3,0,0,0,0,6,0,0,1,6,3,5,,165,,87,93,3.6,83.3,1,0,0,1
2023,Round 11,CD_M20230141107,Liam Baker,Richmond,Port Adelaide,19,11,8,3,0,1,1,10,0,0,0,0,2,0,0,2,5,5,6,,328,,83,59,10.1,73.7,1,0,0,4
2023,Round 11,CD_M20230141107,Noah Balta,Richmond,Port Adelaide,19,14,5,4,2,4,0,3,0,0,0,0,1,0,0,2,8,5,12,,616,,97,59,11.9,73.7,0,0,0,10
2023,Round 11,CD_M20230141107,Shai Bolton,Richmond,Port Adelaide,23,16,7,5,0,1,4,13,1,3,4,1,9,3,0,5,5,3,4,,585,,84,103,13.3,73.9,0,2,0,2
2023,Round 11,CD_M20230141107,Nathan Broad,Richmond,Port Adelaide,24,19,5,6,1,2,4,12,0,0,0,1,3,0,0,1,6,3,7,,649,,94,102,17.1,79.2,0,0,0,7
2023,Round 11,CD_M20230141107,Judson Clarke,Richmond,Port Adelaide,3,2,1,2,0,0,1,4,1,0,1,0,1,0,0,0,1,1,0,,17,,17,24,3,100,1,1,0,0
2023,Round 11,CD_M20230141107,Trent Cotchin,Richmond,Port Adelaide,11,5,6,1,0,0,3,10,0,0,0,1,5,1,0,0,5,5,0,,113,,70,42,10.2,81.8,0,0,0,0
2023,Round 11,CD_M20230141107,Jack Graham,Richmond,Port Adelaide,11,3,8,2,0,0,1,9,0,0,1,0,2,0,0,2,1,1,1,,112,,83,32,-0.2,63.6,1,0,0,0
2023,Round 11,CD_M20230141107,Dylan Grimes,Richmond,Port Adelaide,13,9,4,5,0,3,3,7,0,0,0,0,0,0,0,0,3,2,8,,178,,78,60,6.6,84.6,0,0,0,4
2023,Round 11,CD_M20230141107,Rhyan Mansell,Richmond,Port Adelaide,13,7,6,2,0,0,5,9,0,0,0,0,8,1,0,4,5,3,2,,223,,70,58,9,84.6,1,0,2,1
2023,Round 11,CD_M20230141107,Dustin Martin,Richmond,Port Adelaide,13,8,5,4,2,0,1,13,2,3,5,0,6,1,0,0,7,2,1,,188,,85,60,5.1,69.2,0,3,1,0
2023,Round 11,CD_M20230141107,Kamdyn McIntosh,Richmond,Port Adelaide,12,6,6,2,0,1,2,11,0,1,1,2,4,0,0,5,4,3,6,,244,,84,43,10.8,75,0,0,0,0
2023,Round 11,CD_M20230141107,Ben Miller,Richmond,Port Adelaide,5,2,3,0,0,0,2,9,0,0,0,2,3,0,4,3,6,6,3,,56,,82,15,8.4,100,0,0,0,0
2023,Round 11,CD_M20230141107,Toby Nankervis,Richmond,Port Adelaide,22,10,12,3,0,1,8,24,0,0,0,1,2,2,29,2,13,7,6,,222,,79,107,11.8,63.6,0,0,0,4
2023,Round 11,CD_M20230141107,Marlion Pickett,Richmond,Port Adelaide,17,7,10,1,0,0,2,14,0,0,0,0,3,4,0,1,8,6,0,,227,,78,50,9.6,76.5,0,0,0,0
2023,Round 11,CD_M20230141107,Dion Prestia,Richmond,Port Adelaide,29,12,17,0,0,0,2,21,0,0,0,0,5,5,0,3,10,10,1,,232,,83,78,12.8,62.1,0,0,1,2
2023,Round 11,CD_M20230141107,Hugo Ralphsmith,Richmond,Port Adelaide,17,6,11,3,0,0,0,8,0,0,0,1,2,1,0,2,6,6,5,,210,,75,49,10.2,82.4,0,0,0,2
2023,Round 11,CD_M20230141107,Jack Riewoldt,Richmond,Port Adelaide,5,4,1,3,3,0,0,9,0,1,1,0,3,0,0,1,7,0,0,,136,,95,22,3.4,80,0,1,0,0
2023,Round 11,CD_M20230141107,Daniel Rioli,Richmond,Port Adelaide,20,15,5,5,0,1,4,14,0,1,1,0,1,0,0,2,6,6,3,,501,,86,88,7.5,65,2,0,0,6
2023,Round 11,CD_M20230141107,Jack Ross,Richmond,Port Adelaide,16,8,8,5,0,1,1,7,0,0,1,0,3,1,0,3,3,2,2,,278,,86,57,4,75,0,2,0,1
2023,Round 11,CD_M20230141107,Samson Ryan,Richmond,Port Adelaide,2,2,0,2,1,0,1,7,1,0,1,0,2,0,4,1,2,0,0,,81,,50,26,6.3,100,1,1,1,0
2023,Round 11,CD_M20230141107,Jayden Short,Richmond,Port Adelaide,22,18,4,6,0,1,5,15,0,2,2,0,7,3,0,2,6,5,4,,490,,74,102,7.3,68.2,0,0,0,5
2023,Round 11,CD_M20230141107,Tim Taranto,Richmond,Port Adelaide,33,14,19,6,1,0,7,23,4,1,5,0,8,7,0,4,12,6,2,,422,,81,145,16.8,66.7,2,3,0,4
2023,Round 11,CD_M20230141107,Tylar Young,Richmond,Port Adelaide,9,6,3,1,0,0,0,6,0,0,0,0,0,0,0,0,2,1,4,,248,,88,28,6.1,77.8,0,0,0,4
2023,Round 11,CD_M20230141107,Aliir Aliir,Port Adelaide,Richmond,15,10,5,5,1,5,0,2,0,0,0,0,1,0,0,0,6,4,10,,176,,96,53,14.3,73.3,0,0,0,3
2023,Round 11,CD_M20230141107,Miles Bergman,Port Adelaide,Richmond,13,7,6,5,0,1,2,12,0,2,2,0,5,1,0,2,6,6,4,,234,,77,52,0.8,69.2,0,1,2,1
2023,Round 11,CD_M20230141107,Riley Bonner,Port Adelaide,Richmond,16,10,6,3,0,1,1,11,0,0,0,1,6,1,0,3,6,4,5,,242,,75,56,10.3,81.3,0,0,0,0
2023,Round 11,CD_M20230141107,Ryan Burton,Port Adelaide,Richmond,7,6,1,1,0,1,1,6,1,1,2,0,4,0,0,1,2,1,1,,183,,90,31,7.1,71.4,0,0,1,2
2023,Round 11,CD_M20230141107,Zak Butters,Port Adelaide,Richmond,32,20,12,5,1,0,0,10,1,0,2,1,6,4,0,6,14,10,7,,631,,79,101,17.6,59.4,0,1,0,2
2023,Round 11,CD_M20230141107,Darcy Byrne-Jones,Port Adelaide,Richmond,12,11,1,4,0,0,1,18,1,2,3,1,7,0,0,5,4,2,3,,312,,79,57,3.8,58.3,1,2,0,0
2023,Round 11,CD_M20230141107,Willem Drew,Port Adelaide,Richmond,10,6,4,0,0,0,5,16,1,1,2,0,3,4,0,2,6,4,2,,218,,75,50,8.6,70,0,0,0,0
2023,Round 11,CD_M20230141107,Francis Evans,Port Adelaide,Richmond,2,2,0,1,0,0,0,3,0,0,1,0,0,0,0,2,1,1,0,,70,,22,9,-0.5,50,0,0,0,0
2023,Round 11,CD_M20230141107,Kane Farrell,Port Adelaide,Richmond,23,15,8,2,0,0,1,12,0,0,0,0,2,0,0,1,4,4,5,,429,,82,68,11.3,82.6,0,0,0,7
2023,Round 11,CD_M20230141107,Jeremy Finlayson,Port Adelaide,Richmond,17,15,2,9,1,0,1,11,1,2,5,2,8,2,5,1,5,2,0,,322,,86,93,7.3,47.1,2,3,1,1
2023,Round 11,CD_M20230141107,Jason Horne-Francis,Port Adelaide,Richmond,23,15,8,5,0,0,0,16,1,1,2,0,5,4,0,6,11,6,3,,435,,77,84,8.4,69.6,2,1,0,2
2023,Round 11,CD_M20230141107,Dan Houston,Port Adelaide,Richmond,25,17,8,2,1,1,2,14,0,0,0,1,7,3,0,9,10,7,7,,551,,82,78,14.9,76,1,0,0,2
2023,Round 11,CD_M20230141107,Lachie Jones,Port Adelaide,Richmond,12,6,6,2,1,2,1,7,0,0,1,0,2,0,0,2,10,6,10,,150,,81,42,12.7,66.7,0,0,1,1
2023,Round 11,CD_M20230141107,Ollie Lord,Port Adelaide,Richmond,10,2,8,6,1,1,3,9,1,1,2,1,4,0,1,1,4,3,3,,43,,85,60,8.2,70,3,2,3,0
2023,Round 11,CD_M20230141107,Scott Lycett,Port Adelaide,Richmond,18,7,11,2,0,0,5,20,0,0,0,0,7,6,24,4,13,4,2,,243,,85,100,12.3,72.2,0,0,0,1
2023,Round 11,CD_M20230141107,Jed McEntee,Port Adelaide,Richmond,13,10,3,2,0,0,1,13,1,0,3,0,6,1,0,5,5,4,4,,233,,71,47,5.3,53.8,0,0,1,0
2023,Round 11,CD_M20230141107,Trent McKenzie,Port Adelaide,Richmond,10,9,1,3,2,2,2,5,0,0,0,0,2,0,0,0,4,2,4,,208,,94,46,7.5,80,0,0,0,3
2023,Round 11,CD_M20230141107,Jackson Mead,Port Adelaide,Richmond,9,7,2,4,0,1,3,12,1,0,1,0,3,2,0,3,4,3,1,,156,,63,55,5.3,55.6,1,1,0,0
2023,Round 11,CD_M20230141107,Sam Powell-Pepper,Port Adelaide,Richmond,12,6,6,1,0,0,1,22,0,1,2,0,4,1,0,1,9,7,1,,226,,89,37,10.3,83.3,0,0,0,0
2023,Round 11,CD_M20230141107,Willie Rioli,Port Adelaide,Richmond,7,7,0,1,0,0,3,15,0,0,1,1,2,0,0,2,2,2,1,,141,,71,36,5.1,57.1,0,0,2,1
2023,Round 11,CD_M20230141107,Connor Rozee,Port Adelaide,Richmond,27,17,10,7,0,1,2,13,0,1,2,0,7,6,0,8,9,7,2,,541,,85,102,13.2,70.4,0,0,0,1
2023,Round 11,CD_M20230141107,Dylan Williams,Port Adelaide,Richmond,13,12,1,6,1,2,0,8,0,0,0,0,4,0,0,0,3,2,5,,348,,84,56,5,53.8,0,0,0,8
2023,Round 11,CD_M20230141107,Ollie Wines,Port Adelaide,Richmond,21,7,14,4,0,0,4,28,1,0,1,0,2,2,0,3,12,11,2,,303,,74,84,20.1,66.7,0,0,0,1
2023,Round 11,CD_M20230141108,Darcy Cameron,Collingwood,North Melbourne,12,5,7,4,1,1,3,14,0,0,0,0,2,2,35,1,8,5,3,,127,,75,79,11.3,66.7,0,0,1,0
2023,Round 11,CD_M20230141108,Taylor Adams,Collingwood,North Melbourne,15,8,7,1,0,0,5,21,1,0,1,2,5,7,0,6,10,3,2,,202,,80,70,13.8,53.3,0,0,0,0
2023,Round 11,CD_M20230141108,Mason Cox,Collingwood,North Melbourne,5,4,1,3,2,1,1,4,2,1,3,0,4,0,6,0,3,0,1,,121,,76,47,7.7,60,0,2,0,0
2023,Round 11,CD_M20230141108,Jack Crisp,Collingwood,North Melbourne,21,7,14,2,0,1,5,20,0,0,0,1,4,3,0,3,7,7,2,,346,,78,72,16.2,76.2,1,0,1,1
2023,Round 11,CD_M20230141108,Josh Daicos,Collingwood,North Melbourne,18,11,7,3,0,1,4,16,3,0,3,0,5,2,0,2,5,4,4,,319,,97,91,20.4,77.8,1,1,0,2
2023,Round 11,CD_M20230141108,Nick Daicos,Collingwood,North Melbourne,32,13,19,3,0,0,6,19,1,0,1,1,4,7,0,2,11,10,2,,337,,81,116,20,84.4,0,1,0,3
2023,Round 11,CD_M20230141108,Jordan De Goey,Collingwood,North Melbourne,35,22,13,6,0,0,4,14,1,0,2,1,6,5,0,10,15,10,3,,589,,82,127,20.3,65.7,3,0,0,1
2023,Round 11,CD_M20230141108,Jamie Elliott,Collingwood,North Melbourne,9,6,3,4,0,0,4,21,0,1,1,1,4,1,0,1,3,1,1,,129,,90,53,1.5,66.7,1,1,1,1
2023,Round 11,CD_M20230141108,Jack Ginnivan,Collingwood,North Melbourne,15,9,6,3,0,0,1,11,2,1,4,1,9,1,0,1,5,3,0,,170,,76,66,8.9,60,1,3,0,0
2023,Round 11,CD_M20230141108,Bobby Hill,Collingwood,North Melbourne,18,10,8,6,1,0,2,16,0,1,1,0,5,0,0,2,6,5,2,,128,,76,73,6.2,72.2,0,1,1,0
2023,Round 11,CD_M20230141108,Will Hoskin-Elliott,Collingwood,North Melbourne,12,7,5,3,1,0,1,8,2,1,3,0,6,0,0,0,4,1,1,,149,,74,56,7,83.3,0,1,0,0
2023,Round 11,CD_M20230141108,Ash Johnson,Collingwood,North Melbourne,5,5,0,3,1,0,1,6,1,2,3,0,3,0,0,1,4,0,0,,97,,78,35,0.1,40,1,3,1,0
2023,Round 11,CD_M20230141108,Oleg Markov,Collingwood,North Melbourne,11,5,6,3,0,1,2,10,0,0,0,0,3,0,0,0,3,3,3,,146,,73,44,5.8,81.8,0,0,0,2
2023,Round 11,CD_M20230141108,Brayden Maynard,Collingwood,North Melbourne,17,13,4,8,1,3,4,15,0,0,0,0,2,0,0,3,4,3,5,,382,,82,87,8.2,82.4,1,0,0,5
2023,Round 11,CD_M20230141108,Beau McCreery,Collingwood,North Melbourne,9,4,5,3,0,0,3,19,0,0,0,1,4,1,0,1,1,1,1,,92,,66,37,2.7,77.8,0,0,0,0
2023,Round 11,CD_M20230141108,Brody Mihocek,Collingwood,North Melbourne,8,8,0,7,1,0,2,2,3,0,3,0,5,0,0,3,1,0,0,,199,,92,71,9.4,87.5,1,3,2,0
2023,Round 11,CD_M20230141108,Tom Mitchell,Collingwood,North Melbourne,29,12,17,8,0,0,6,19,0,0,0,1,7,2,0,4,6,4,1,,338,,75,112,8.5,79.3,0,0,0,0
2023,Round 11,CD_M20230141108,Darcy Moore,Collingwood,North Melbourne,14,9,5,4,2,4,0,2,0,0,0,0,2,0,0,1,4,2,5,,329,,100,49,12.5,100,0,0,0,6
2023,Round 11,CD_M20230141108,Nathan Murphy,Collingwood,North Melbourne,8,4,4,4,1,3,0,6,0,0,0,0,0,0,0,0,4,3,6,,134,,100,29,7,62.5,0,0,0,4
2023,Round 11,CD_M20230141108,John Noble,Collingwood,North Melbourne,17,11,6,5,0,0,2,12,0,0,0,0,1,0,0,4,3,2,1,,404,,73,69,2,70.6,0,1,0,3
2023,Round 11,CD_M20230141108,Scott Pendlebury,Collingwood,North Melbourne,23,15,8,4,0,0,7,20,0,0,0,1,7,1,0,4,6,5,3,,309,,79,102,11.7,87,0,0,0,0
2023,Round 11,CD_M20230141108,Isaac Quaynor,Collingwood,North Melbourne,19,12,7,3,2,3,3,17,0,0,0,1,4,1,0,3,12,6,11,,317,,85,74,10.9,84.2,0,0,0,4
2023,Round 11,CD_M20230141108,Steele Sidebottom,Collingwood,North Melbourne,4,4,0,2,1,1,1,2,0,0,0,0,0,0,0,1,2,1,2,,72,,10,22,2.6,75,0,0,0,0
2023,Round 11,CD_M20230141108,Eddie Ford,North Melbourne,Collingwood,16,9,7,6,1,0,1,7,0,0,0,1,7,0,0,5,5,3,2,,298,,70,63,12.2,87.5,0,0,0,1
2023,Round 11,CD_M20230141108,Todd Goldstein,North Melbourne,Collingwood,15,3,12,2,1,1,3,9,0,0,0,0,3,2,32,1,8,3,2,,66,,81,81,14.6,86.7,0,0,0,0
2023,Round 11,CD_M20230141108,Hugh Greenwood,North Melbourne,Collingwood,25,10,15,3,1,2,11,29,0,0,0,1,7,10,0,3,16,9,3,,178,,84,114,17.9,68,0,0,3,1
2023,Round 11,CD_M20230141108,Miller Bergman,North Melbourne,Collingwood,11,8,3,3,0,0,3,11,0,0,0,1,3,0,0,1,4,2,3,,179,,86,49,6.2,100,0,0,0,0
2023,Round 11,CD_M20230141108,Callum Coleman-Jones,North Melbourne,Collingwood,10,4,6,2,1,0,1,5,0,0,2,1,5,2,4,1,5,3,1,,110,,85,38,-2.9,50,1,0,0,0
2023,Round 11,CD_M20230141108,Paul Curtis,North Melbourne,Collingwood,2,1,1,1,0,1,2,6,0,0,0,1,1,0,0,1,1,1,1,,77,,28,16,5.7,50,0,0,2,0
2023,Round 11,CD_M20230141108,Aaron Hall,North Melbourne,Collingwood,15,9,6,5,0,0,2,8,0,0,0,0,4,0,0,5,1,1,1,,296,,80,59,5.5,80,0,0,0,1
2023,Round 11,CD_M20230141108,Daniel Howe,North Melbourne,Collingwood,19,14,5,5,1,0,2,8,1,1,3,0,5,1,0,1,6,4,2,,298,,87,73,9.5,63.2,0,0,0,5
2023,Round 11,CD_M20230141108,Nick Larkey,North Melbourne,Collingwood,13,9,4,8,1,0,0,3,5,2,8,0,9,0,0,1,4,3,0,,177,,98,88,5.1,53.8,2,8,0,0
2023,Round 11,CD_M20230141108,Charlie Lazzaro,North Melbourne,Collingwood,5,1,4,1,0,1,2,19,0,0,0,0,2,0,0,0,2,2,2,,34,,68,19,2.6,80,0,0,1,1
