Year,RoundName,MatchId,Player,WebsiteId,Team,Abbreviation,Image,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,ContestedMarks,InterceptMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
2026,Round 27,20262702,Darcy Gardiner,2309cd,Brisbane,Bris,images/afl_logos/Bris-40.png,0.9,3.8,2.4,0.3,7.4,5.93,1.1,5,3.6,1,NA,47,40,86,7,3,10,90,126,97,0,1,1,3,0,4,4,3,3,2,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2
2026,Round 27,20262702,Darcy Fort,231163,Brisbane,Bris,images/afl_logos/Bris-40.png,0.7,3.4,1,2.2,7.3,10.03,5.5,0.7,5.3,2.3,NA,48,57,59,9,2,11,54.5,209,75,4,5,0,6,0,8,4,2,1,2,1,1,1,0,46,6,6,47,20,2,1,0,1,1.2,-0.2,0,4,3
2026,Round 27,20262702,Conor McKenna,2dbe56,Brisbane,Bris,images/afl_logos/Bris-40.png,-1.1,4.4,4.4,-0.6,7.1,9.11,0,6.6,3.7,3.6,NA,58,59,86,12,1,13,61.5,239,179,4,3,1,14,0,2,1,2,1,4,1,4,0,0,0,0,0,0,0,0,3,1,2,11.2,-3.2,1,8,0
2026,Round 27,20262702,Jordan Dawson,2da872,Adelaide,Adel,images/afl_logos/Adel-40.png,2.5,1.2,-0.3,3.5,6.9,13.32,0.9,0.8,6.8,-4.8,NA,84,116,83,18,12,30,50,512,193,2,6,8,20,3,7,6,5,4,10,7,5,0,2,59,3,4,0,0,0,0,0,0,0,0,0,3,1
2026,Round 27,20262702,Darcy Fogarty,2dc423,Adelaide,Adel,images/afl_logos/Adel-40.png,-0.5,9,0,-2,6.5,7.54,0,6.5,4.2,6.1,NA,44,47,89,7,1,8,75,231,61,3,2,0,5,0,3,1,3,1,1,0,5,2,0,0,0,0,0,0,0,2,2,0,6.4,5.6,1,3,0
2026,Round 27,20262702,Jarrod Berry,2dbf75,Brisbane,Bris,images/afl_logos/Bris-40.png,-1.5,4.7,2.1,1.1,6.5,8.62,4.1,-0.8,4.1,0.3,NA,75,70,74,10,9,19,78.9,258,270,0,1,3,7,0,6,6,1,1,5,1,5,0,0,0,5,4,0,0,0,1,0,1,3.5,-2.5,0,6,1
2026,Round 27,20262702,Jaspa Fletcher,140cbdc,Brisbane,Bris,images/afl_logos/Bris-40.png,3.4,1.6,-0.9,2.1,6.2,8.94,0,4.8,3.8,1,NA,70,75,84,15,3,18,88.9,367,119,2,3,0,7,1,1,1,1,1,5,4,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2026,Round 27,20262702,Riley Thilthorpe,1409000,Adelaide,Adel,images/afl_logos/Adel-40.png,0.5,1.4,2.6,1.6,6.1,10.87,0.9,3.8,9.2,-2.1,NA,71,72,78,6,10,16,50,201,70,3,4,0,4,0,9,8,6,5,0,1,6,1,0,22,2,2,15,6,0,3,2,1,13.5,-0.5,1,6,1
2026,Round 27,20262702,Sam Draper,1408509,Brisbane,Bris,images/afl_logos/Bris-40.png,2.6,0.9,-1.1,3.5,6,11.7,4.2,0.7,5.8,0.4,NA,48,44,55,5,4,9,66.7,205,61,4,4,1,4,0,7,3,3,2,2,2,3,1,1,54,1,3,42,14,4,0,0,0,0,0,0,4,3
2026,Round 27,20262702,Jake Soligo,140b215,Adelaide,Adel,images/afl_logos/Adel-40.png,0.8,1.4,1.1,2.2,5.5,8.27,0,4.6,2.3,2.3,NA,49,49,67,6,3,9,100,105,177,1,0,3,9,0,1,0,1,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0
2026,Round 27,20262702,Harris Andrews,2db75b,Brisbane,Bris,images/afl_logos/Bris-40.png,1,2.1,0.5,0.8,4.4,11.26,0.4,2.2,2.5,-2.2,NA,60,62,86,7,5,12,83.3,189,297,1,1,3,5,0,2,2,2,2,2,5,6,0,2,0,0,0,0,0,0,1,0,1,3.4,-2.4,0,2,2
2026,Round 27,20262702,Oscar Allen,1408061,Brisbane,Bris,images/afl_logos/Bris-40.png,-0.5,3.5,-1.7,1,2.3,5.73,0.2,0.7,3.2,-2.2,NA,44,42,79,5,2,7,57.1,181,85,3,1,2,8,0,2,1,2,1,1,0,4,0,0,0,0,0,0,0,0,2,0,2,6.9,-4.9,2,4,0
2026,Round 27,20262702,Callum Ah Chee,231245,Adelaide,Adel,images/afl_logos/Adel-40.png,-1.7,1.2,2.9,-0.7,1.6,5.95,0.7,-0.8,1.9,-2.5,NA,49,60,74,7,8,15,73.3,216,276,1,2,1,5,1,3,3,2,2,4,2,6,0,1,0,0,1,0,0,0,2,0,1,4.8,-3.8,0,5,0
2026,Round 27,20262702,Josh Rachele,140b1db,Adelaide,Adel,images/afl_logos/Adel-40.png,-2.1,3,0.6,-0.1,1.4,8.42,0,2.5,1.8,0.7,NA,41,40,75,6,1,7,71.4,133,129,1,1,1,12,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0,0,3,1,1,6.3,0.7,2,5,0
2026,Round 27,20262702,Mark Keane,140a5d6,Adelaide,Adel,images/afl_logos/Adel-40.png,2.9,-1.5,-1.6,1.3,1.2,9.48,0,3.1,0,2.4,NA,25,13,98,4,0,4,100,94,112,0,0,1,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
